Name,Address,Площадь,Оборот,geometry
Бытовая техника,"город Москва, Пятницкое шоссе, дом 18",1489,27965727,POINT (37.383642 55.844324)
Батарейки,"город Москва, Пятницкое шоссе, дом 18",1538,40042378,POINT (37.383642 55.844324)
Электротовары,"город Москва, Пятницкое шоссе, дом 18",1124,104199661,POINT (37.383642 55.844324)
"Антенны, пульты","город Москва, Пятницкое шоссе, дом 18",946,52907411,POINT (37.383642 55.844324)
Электротовары,"город Москва, Пятницкое шоссе, дом 18",965,52738720,POINT (37.383642 55.844324)
Аудио видео шнуры,"город Москва, Пятницкое шоссе, дом 18",1585,100629497,POINT (37.383642 55.844324)
Автооборудование,"город Москва, Пятницкое шоссе, дом 18",2124,113891454,POINT (37.383642 55.844324)
БЫТОВАЯ ТЕХНИКА,"город Москва, Пятницкое шоссе, дом 18",2203,135518477,POINT (37.383642 55.844324)
Магазин полезной электроники,"город Москва, Пятницкое шоссе, дом 18",937,132565643,POINT (37.383642 55.844324)
БЫТОВАЯ ТЕХНИКА,"город Москва, Пятницкое шоссе, дом 18",2486,164140732,POINT (37.383642 55.844324)
Автомагнитолы,"город Москва, Пятницкое шоссе, дом 18",1128,148968399,POINT (37.383642 55.844324)
Автомагнитолы,"город Москва, Пятницкое шоссе, дом 18",636,156105399,POINT (37.383642 55.844324)
Автосигнализации,"город Москва, Пятницкое шоссе, дом 18",480,67347017,POINT (37.383642 55.844324)
Рации,"город Москва, Пятницкое шоссе, дом 18",643,170308136,POINT (37.383642 55.844324)
Антирадары.Телефоны,"город Москва, Пятницкое шоссе, дом 18",2023,147410926,POINT (37.383642 55.844324)
М.видео,"город Москва, Строгинский бульвар, дом 1",2133,161418415,POINT (37.3955078464617 55.8060048937873)
Мегафон,"город Москва, Строгинский бульвар, дом 1",1700,112763140,POINT (37.3955078464617 55.8060048937873)
М.видео,"город Москва, Сходненская улица, дом 56",163,55145308,POINT (37.439242524929 55.8435301264692)
Мегафон,"город Москва, улица Маршала Катукова, дом 11, корпус 1, строение 2",1303,147118720,POINT (37.4045841859708 55.8102057001031)
Караоке MAD BOY,"город Москва, Ленинградское шоссе, дом 25",1751,146654347,POINT (37.4891991482809 55.8280152948475)
Re-store,"город Москва, Ленинградское шоссе, дом 16А, строение 4",2022,96191238,POINT (37.4979473827072 55.8231815486223)
Miele,"город Москва, Ленинградский проспект, дом 31А, строение 1",1760,36001123,POINT (37.5600645398769 55.783645328339)
МТС,"город Москва, Хорошёвское шоссе, дом 16, строение 3",2389,159577991,POINT (37.545885 55.774313)
М.видео,"город Москва, Фестивальная улица, дом 2Б",1979,19636890,POINT (37.4782360387246 55.8552028580493)
Karcher,"город Москва, Ленинградский проспект, дом 72, корпус 2",1496,87031771,POINT (37.5213371406307 55.8054546987075)
Водный мир,"город Москва, город Зеленоград, корпус 1106Е",2281,113124764,POINT (37.190953 55.997864)
Всеинструменты.ру,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1215",2308,23684151,POINT (37.190046 55.994381)
КОМПСТАР,"город Москва, город Зеленоград, корпус 1546А",1284,16645235,POINT (37.161201 55.977491)
Магазин электротоваров «НИКС»,"город Москва, улица Ленинская Слобода, дом 26, строение 2",194,68838641,POINT (37.6567260881301 55.7121372686505)
"Матрасы, электропростыни","город Москва, Кировоградская улица, дом 15",899,103819279,POINT (37.6051702555021 55.6095901696538)
"Мелкая бытовая техника, фены, плойки, электробритвы","город Москва, Кировоградская улица, дом 15",939,130327228,POINT (37.6051702555021 55.6095901696538)
"Музыкальные инструменты, подарки для музыкантов","город Москва, Кировоградская улица, дом 15",1460,52190650,POINT (37.6051702555021 55.6095901696538)
Зарядные устройства,"город Москва, Кировоградская улица, дом 15",87,117104236,POINT (37.6047140811005 55.6094513219503)
Видеонаблюдение,"город Москва, Кировоградская улица, дом 15",303,42045138,POINT (37.6047140811005 55.6094513219503)
